"unigram","bigram","trigram","freq"
"hahah","like","surpris",2
"half","hour","i",2
"hallmark","channel","am",2
"hallmark","channel","pm",2
"handi","they","also",2
"handl","just","fine",2
"happen","and","last",2
"happen","i","ask",2
"happen","i","feel",2
"happen","i","left",2
"happen","i","plan",2
"happen","right","now",2
"happi","april","fool",2
"happi","belat","birthday",2
"happi","birthdai","to",2
"happi","birthday","great",2
"happi","birthday","i",2
"happi","birthday","it",2
"happi","chines","new",2
"happi","cinco","de",2
"happi","earth","day",2
"happi","easter","i",2
"happi","friday","know",2
"happi","halloween","everybodi",2
"happi","happi","birthday",2
"happi","holiday","i",2
"happi","hour","i",2
"happi","hour","pm",2
"happi","star","war",2
"happi","th","birthday",2
"happi","veteran","day",2
"hard","everi","day",2
"hard","i","can",2
"hard","i","thought",2
"hard","sleep","last",2
"hard","time","believ",2
"hard","work","pay",2
"hardboil","egg","simmer",2
"harri","potter","book",2
"hate","i","cant",2
"hate","i","miss",2
"have","good","day",2
"have","good","one",2
"have","great","time",2
"have","the","best",2
"havent","post","much",2
"havent","read","book",2
"havent","read","much",2
"havent","seen","year",2
"hdc","next","sts",2
"he","look","around",2
"he","made","day",2
"he","reveal","us",2
"he","said","the",2
"he","sound","just",2
"head","back","forth",2
"head","i","cant",2
"healthi","night","light",2
"heard","great","thing",2
"heart","begin","knowledg",2
"heart","believ","will",2
"heart","i","listen",2
"heat","add","garlic",2
"hee","hee","i",2
"hee","i","love",2
"heh","i","think",2
"hehe","i","realli",2
"help","hes","receiv",2
"help","it","sound",2
"help","save","live",2
"help","us","spread",2
"help","want","see",2
"here","come","sun",2
"here","i","think",2
"here","number","call",2
"hes","pretti","much",2
"hes","receiv","sweet",2
"hey","can","follow",2
"hey","i","want",2
"hi","thank","follow",2
"high","blood","pressur",2
"high","five","everyon",2
"high","gas","price",2
"high","school","girl",2
"his","divin","grace",2
"hispan","popul","like",2
"hit","nail","head",2
"hm","i","think",2
"hoe","gone","hoe",2
"hold","on","to",2
"holi","crap","holi",2
"home","i","alway",2
"home","make","us",2
"home","past","year",2
"home","phoenixvill","pa",2
"home","school","i",2
"home","school","today",2
"honest","i","dont",2
"honey","boo","boo",2
"honor","one","greatest",2
"hop","hop","set",2
"hope","all","well",2
"hope","can","get",2
"hope","can","go",2
"hope","can","join",2
"hope","dont","get",2
"hope","everyon","good",2
"hope","great","day",2
"hope","ill","get",2
"hope","ill","see",2
"hope","peopl","understand",2
"hope","well","the",2
"hope","your","fun",2
"hope","your","great",2
"hot","air","balloon",2
"hot","right","now",2
"hour","day","get",2
"hour","day","i",2
"hour","fifteen","minut",2
"hour","i","finish",2
"hour","i","think",2
"hous","correspond","dinner",2
"hous","i","love",2
"hous","i","will",2
"hous","look","like",2
"how","can","i",2
"how","i","know",2
"how","i","lose",2
"how","i","met",2
"how","much","longer",2
"how","sweet","love",2
"howev","i","know",2
"hunger","game","i",2
"hunger","task","forc",2
"hype","right","now",2
"i","abl","find",2
"i","absolut","love",2
"i","actual","got",2
"i","ad","littl",2
"i","ad","small",2
"i","admit","im",2
"i","admit","ive",2
"i","ador","i",2
"i","allerg","reaction",2
"i","almost","didnt",2
"i","alreadi","feel",2
"i","also","abl",2
"i","also","ad",2
"i","also","add",2
"i","also","dont",2
"i","also","feel",2
"i","also","write",2
"i","alway","get",2
"i","alway","like",2
"i","alway","say",2
"i","alway","seem",2
"i","alway","wish",2
"i","alway","wonder",2
"i","answer","i",2
"i","answer","question",2
"i","arrang","meet",2
"i","ask","i",2
"i","ask","oh",2
"i","ask","u",2
"i","ask","what",2
"i","assum","feel",2
"i","bare","rememb",2
"i","becam","pregnant",2
"i","believ","may",2
"i","believ","need",2
"i","believ","underdog",2
"i","better","get",2
"i","bit","tongu",2
"i","bodi","i",2
"i","briefli","saw",2
"i","call","so",2
"i","came","home",2
"i","came","i",2
"i","can","actual",2
"i","can","believ",2
"i","can","bring",2
"i","can","call",2
"i","can","chang",2
"i","can","check",2
"i","can","come",2
"i","can","control",2
"i","can","count",2
"i","can","drop",2
"i","can","enjoy",2
"i","can","even",2
"i","can","handl",2
"i","can","maintain",2
"i","can","pick",2
"i","can","play",2
"i","can","put",2
"i","can","realli",2
"i","can","sing",2
"i","can","sit",2
"i","can","stay",2
"i","can","thing",2
"i","can","wait",2
"i","cant","breath",2
"i","cant","eat",2
"i","cant","good",2
"i","cant","handl",2
"i","cant","i",2
"i","cant","realli",2
"i","cant","watch",2
"i","care","i",2
"i","certain","dont",2
"i","choos","one",2
"i","come","home",2
"i","couldnt","decid",2
"i","couldnt","rememb",2
"i","couldnt","resist",2
"i","couldnt","tell",2
"i","cri","i",2
"i","day","i",2
"i","decid","find",2
"i","decid","get",2
"i","decid","go",2
"i","depress","i",2
"i","didnt","count",2
"i","didnt","expect",2
"i","didnt","hear",2
"i","didnt","look",2
"i","didnt","mean",2
"i","didnt","miss",2
"i","didnt","read",2
"i","didnt","realiz",2
"i","didnt","say",2
"i","didnt","spend",2
"i","didnt","take",2
"i","didnt","talk",2
"i","didnt","time",2
"i","dnt","go",2
"i","do","not",2
"i","dont","ask",2
"i","dont","blame",2
"i","dont","drink",2
"i","dont","either",2
"i","dont","enjoy",2
"i","dont","hate",2
"i","dont","ive",2
"i","dont","look",2
"i","dont","lot",2
"i","dont","mean",2
"i","dont","necessarili",2
"i","dont","read",2
"i","dont","recal",2
"i","dont","speak",2
"i","dont","tell",2
"i","dont","time",2
"i","drive","car",2
"i","drum","major",2
"i","eat","i",2
"i","encount","now",2
"i","enjoy","follow",2
"i","enjoy","look",2
"i","enjoy","watch",2
"i","enough","i",2
"i","even","tri",2
"i","ever","get",2
"i","ever","got",2
"i","ever","read",2
"i","ever","seen",2
"i","ever","thought",2
"i","ever","want",2
"i","excit","make",2
"i","excit","see",2
"i","excit","show",2
"i","expect","get",2
"i","expect","see",2
"i","expect","someth",2
"i","expect","will",2
"i","fail","test",2
"i","fall","asleep",2
"i","feel","good",2
"i","feel","guilti",2
"i","feel","im",2
"i","feel","littl",2
"i","feel","much",2
"i","feel","necessari",2
"i","feel","one",2
"i","feel","strong",2
"i","feel","the",2
"i","feel","ya",2
"i","felt","emot",2
"i","felt","i",2
"i","figur","i",2
"i","final","decid",2
"i","find","cute",2
"i","find","funni",2
"i","find","i",2
"i","find","interest",2
"i","find","write",2
"i","finish","first",2
"i","fire","i",2
"i","first","saw",2
"i","follow","twitter",2
"i","fond","memori",2
"i","forgot","mention",2
"i","forgot","take",2
"i","found","amaz",2
"i","found","enjoy",2
"i","found","littl",2
"i","found","one",2
"i","found","way",2
"i","fuck","love",2
"i","gain","pound",2
"i","get","bit",2
"i","get","bring",2
"i","get","chanc",2
"i","get","copi",2
"i","get","earli",2
"i","get","email",2
"i","get","follow",2
"i","get","good",2
"i","get","hang",2
"i","get","happi",2
"i","get","lot",2
"i","get","marri",2
"i","get","monei",2
"i","get","publish",2
"i","get","readi",2
"i","get","realli",2
"i","get","replac",2
"i","get","respect",2
"i","get","stuck",2
"i","giggl","i",2
"i","give","away",2
"i","give","prop",2
"i","glad","i",2
"i","go","bit",2
"i","go","come",2
"i","go","direct",2
"i","go","famili",2
"i","go","go",2
"i","go","its",2
"i","go","let",2
"i","go","protect",2
"i","go","see",2
"i","go","shop",2
"i","go","start",2
"i","go","the",2
"i","go","tri",2
"i","go","work",2
"i","god","said",2
"i","gone","i",2
"i","good","time",2
"i","got","call",2
"i","got","class",2
"i","got","enough",2
"i","got","excit",2
"i","got","feel",2
"i","got","idea",2
"i","got","my",2
"i","got","now",2
"i","got","one",2
"i","got","two",2
"i","gotta","get",2
"i","gotta","say",2
"i","gotta","sleep",2
"i","graduat","colleg",2
"i","gravit","toward",2
"i","grew","i",2
"i","grew","up",2
"i","grow","i",2
"i","guess","answer",2
"i","guess","id",2
"i","guess","just",2
"i","guess","mean",2
"i","guess","meant",2
"i","guess","someth",2
"i","guess","time",2
"i","guess","well",2
"i","guess","will",2
"i","hadnt","heard",2
"i","happi","get",2
"i","hard","sleep",2
"i","hate","say",2
"i","hate","someon",2
"i","have","been",2
"i","havent","abl",2
"i","havent","done",2
"i","havent","tri",2
"i","havent","yet",2
"i","hear","i",2
"i","hear","theyr",2
"i","hear","ya",2
"i","heard","great",2
"i","heard","nois",2
"i","heard","peopl",2
"i","heard","stori",2
"i","help","get",2
"i","high","school",2
"i","hold","finger",2
"i","honest","never",2
"i","hope","finish",2
"i","hope","got",2
"i","hope","im",2
"i","hope","ive",2
"i","hope","love",2
"i","hope","one",2
"i","hope","somebodi",2
"i","hope","that",2
"i","hope","well",2
"i","hope","wonder",2
"i","hope","youv",2
"i","i","alway",2
"i","i","can",2
"i","i","felt",2
"i","i","get",2
"i","i","love",2
"i","job","i",2
"i","just","ad",2
"i","just","anoth",2
"i","just","ask",2
"i","just","ate",2
"i","just","big",2
"i","just","bought",2
"i","just","chang",2
"i","just","danc",2
"i","just","discov",2
"i","just","glad",2
"i","just","go",2
"i","just","happen",2
"i","just","keep",2
"i","just","kept",2
"i","just","know",2
"i","just","like",2
"i","just","listen",2
"i","just","order",2
"i","just","think",2
"i","just","tire",2
"i","just","turn",2
"i","just","whip",2
"i","just","won",2
"i","just","wonder",2
"i","just","wrote",2
"i","keep","think",2
"i","kind","like",2
"i","kind","wish",2
"i","knew","better",2
"i","knew","go",2
"i","knew","id",2
"i","knew","just",2
"i","knew","littl",2
"i","know","big",2
"i","know","exact",2
"i","know","feel",2
"i","know","god",2
"i","know","hes",2
"i","know","its",2
"i","know","littl",2
"i","know","love",2
"i","know","may",2
"i","know","now",2
"i","know","power",2
"i","know","s",2
"i","know","someth",2
"i","know","sound",2
"i","know","teacher",2
"i","know","way",2
"i","know","whole",2
"i","know","you",2
"i","know","youll",2
"i","last","year",2
"i","laugh","hard",2
"i","learn","still",2
"i","left","behind",2
"i","left","work",2
"i","let","go",2
"i","lie","i",2
"i","like","a",2
"i","like","big",2
"i","like","but",2
"i","like","compar",2
"i","like","contrast",2
"i","like","eat",2
"i","like","food",2
"i","like","guy",2
"i","like","hard",2
"i","like","keep",2
"i","like","littl",2
"i","like","mess",2
"i","like","nice",2
"i","like","one",2
"i","like","thank",2
"i","like","think",2
"i","like","u",2
"i","like","way",2
"i","like","work",2
"i","littl","worri",2
"i","live","i",2
"i","live","la",2
"i","live","mile",2
"i","long","day",2
"i","look","good",2
"i","look","someon",2
"i","lost","everyth",2
"i","lost","i",2
"i","lost","lbs",2
"i","lost","track",2
"i","lot","share",2
"i","love","also",2
"i","love","austin",2
"i","love","bow",2
"i","love","cheer",2
"i","love","color",2
"i","love","cook",2
"i","love","fact",2
"i","love","feel",2
"i","love","friend",2
"i","love","girl",2
"i","love","good",2
"i","love","guy",2
"i","love","hear",2
"i","love","hello",2
"i","love","idea",2
"i","love","just",2
"i","love","life",2
"i","love","like",2
"i","love","live",2
"i","love","man",2
"i","love","mommi",2
"i","love","my",2
"i","love","noth",2
"i","love","peyton",2
"i","love","place",2
"i","love","profil",2
"i","love","quot",2
"i","love","right",2
"i","love","shes",2
"i","love","show",2
"i","love","sister",2
"i","love","thank",2
"i","love","this",2
"i","love","vintag",2
"i","love","work",2
"i","love","write",2
"i","love","yes",2
"i","made","huge",2
"i","made","mani",2
"i","made","way",2
"i","made","yesterday",2
"i","made","you",2
"i","make","note",2
"i","make","sure",2
"i","make","time",2
"i","mean","get",2
"i","mean","one",2
"i","mean","talk",2
"i","mean","this",2
"i","meant","say",2
"i","ment","sorri",2
"i","mention","earlier",2
"i","mention","much",2
"i","met","your",2
"i","might","feel",2
"i","might","hit",2
"i","might","i",2
"i","miss","face",2
"i","miss","guy",2
"i","miss","littl",2
"i","miss","lot",2
"i","miss","messag",2
"i","miss","work",2
"i","miss","ya",2
"i","money","i",2
"i","move","thing",2
"i","much","fun",2
"i","must","admit",2
"i","must","get",2
"i","must","go",2
"i","need","a",2
"i","need","break",2
"i","need","buy",2
"i","need","come",2
"i","need","fix",2
"i","need","focus",2
"i","need","haircut",2
"i","need","im",2
"i","need","look",2
"i","need","rt",2
"i","need","that",2
"i","need","work",2
"i","never","even",2
"i","never","expect",2
"i","never","heard",2
"i","never","know",2
"i","never","let",2
"i","never","met",2
"i","never","see",2
"i","never","thought",2
"i","never","told",2
"i","never","use",2
"i","now","i",2
"i","now","live",2
"i","offici","done",2
"i","often","wonder",2
"i","oh","yeah",2
"i","owe","you",2
"i","paid","i",2
"i","patienc","peopl",2
"i","peopl","i",2
"i","plan","help",2
"i","plan","rout",2
"i","plan","see",2
"i","plenti","time",2
"i","post","pic",2
"i","pray","i",2
"i","pray","will",2
"i","probabl","go",2
"i","probabl","wont",2
"i","promis","ill",2
"i","quit","sure",2
"i","read","articl",2
"i","read","i",2
"i","read","lot",2
"i","read","the",2
"i","realiz","im",2
"i","realiz","time",2
"i","realli","care",2
"i","realli","get",2
"i","realli","miss",2
"i","realli","tri",2
"i","recent","heard",2
"i","rememb","clear",2
"i","rememb","day",2
"i","rememb","fond",2
"i","rememb","im",2
"i","rememb","one",2
"i","right","now",2
"i","said","back",2
"i","said","earlier",2
"i","said","guy",2
"i","said","id",2
"i","said","yes",2
"i","sat","floor",2
"i","saw","concert",2
"i","saw","s",2
"i","say","howev",2
"i","say","im",2
"i","scare","death",2
"i","search","internet",2
"i","see","good",2
"i","see","guy",2
"i","see","peopl",2
"i","see","tweet",2
"i","serious","cant",2
"i","shall","keep",2
"i","shouldnt","i",2
"i","simpli","refus",2
"i","snap","photo",2
"i","so","excit",2
"i","someth","fun",2
"i","spend","time",2
"i","spend","week",2
"i","spent","good",2
"i","spent","much",2
"i","stare","blank",2
"i","start","hyperventil",2
"i","start","watch",2
"i","start","work",2
"i","still","hate",2
"i","still","love",2
"i","still","think",2
"i","suppos","will",2
"i","sure","will",2
"i","swear","im",2
"i","taken","aback",2
"i","thank","god",2
"i","think","agre",2
"i","think","along",2
"i","think","call",2
"i","think","cant",2
"i","think","children",2
"i","think","differ",2
"i","think","even",2
"i","think","famili",2
"i","think","given",2
"i","think","good",2
"i","think","got",2
"i","think","high",2
"i","think","hope",2
"i","think","import",2
"i","think","life",2
"i","think","like",2
"i","think","look",2
"i","think","mayb",2
"i","think","mean",2
"i","think","month",2
"i","think","much",2
"i","think","oh",2
"i","think","okay",2
"i","think","perfect",2
"i","think","safe",2
"i","think","shes",2
"i","think","someth",2
"i","think","there",2
"i","think","well",2
"i","think","weve",2
"i","think","work",2
"i","think","youd",2
"i","think","your",2
"i","thorough","enjoy",2
"i","though","i",2
"i","thought","book",2
"i","thought","broke",2
"i","thought","effect",2
"i","thought","funni",2
"i","thought","just",2
"i","thought","pretti",2
"i","thought","sure",2
"i","thought","u",2
"i","thought","yall",2
"i","thought","youd",2
"i","told","go",2
"i","took","day",2
"i","took","look",2
"i","took","photo",2
"i","took","pictur",2
"i","tri","best",2
"i","tri","someth",2
"i","trippin","i",2
"i","truli","excit",2
"i","tweet","im",2
"i","understand","i",2
"i","upset","i",2
"i","use","carri",2
"i","use","egg",2
"i","use","feel",2
"i","use","fresh",2
"i","use","live",2
"i","use","lot",2
"i","use","love",2
"i","use","make",2
"i","use","one",2
"i","use","think",2
"i","use","watch",2
"i","usual","hate",2
"i","visit","i",2
"i","wait","day",2
"i","wait","i",2
"i","wanna","chill",2
"i","wanna","get",2
"i","want","add",2
"i","want","alway",2
"i","want","and",2
"i","want","attent",2
"i","want","build",2
"i","want","cold",2
"i","want","danc",2
"i","want","drive",2
"i","want","everyon",2
"i","want","everyth",2
"i","want","heart",2
"i","want","it",2
"i","want","learn",2
"i","want","let",2
"i","want","live",2
"i","want","love",2
"i","want","meet",2
"i","want","move",2
"i","want","one",2
"i","want","real",2
"i","want","right",2
"i","want","say",2
"i","want","shake",2
"i","want","so",2
"i","want","start",2
"i","want","take",2
"i","want","thank",2
"i","want","u",2
"i","want","watch",2
"i","wasnt","abl",2
"i","wasnt","even",2
"i","wasnt","expect",2
"i","wasnt","go",2
"i","wasnt","look",2
"i","wasnt","quit",2
"i","wasnt","readi",2
"i","watch","billi",2
"i","watch","last",2
"i","watch","trailer",2
"i","went","home",2
"i","went","market",2
"i","went","parent",2
"i","went","shop",2
"i","will","accept",2
"i","will","also",2
"i","will","buy",2
"i","will","die",2
"i","will","happi",2
"i","will","keep",2
"i","will","know",2
"i","will","new",2
"i","will","one",2
"i","will","procrastin",2
"i","will","put",2
"i","will","return",2
"i","will","soon",2
"i","will","stop",2
"i","will","surviv",2
"i","will","thank",2
"i","will","watch",2
"i","will","write",2
"i","wish","id",2
"i","wish","someon",2
"i","woke","earli",2
"i","wonder","im",2
"i","wont","abl",2
"i","wont","even",2
"i","wont","go",2
"i","wont","let",2
"i","work","hard",2
"i","would","love",2
"i","wouldnt","say",2
"i","wouldnt","think",2
"i","wouldnt","trade",2
"i","wouldnt","want",2
"i","wouldv","done",2
"i","write","respons",2
"i","year","old",2
"i","yesterday","i",2
"ice","cream","calori",2
"id","like","say",2
"id","like","thank",2
"id","love","get",2
"id","love","work",2
"id","much","rather",2
"idea","go","im",2
"idea","i","cant",2
"idea","i","need",2
"idea","last","week",2
"if","confess","sin",2
"if","dont","mind",2
"if","dont","need",2
"if","hang","around",2
"if","havent","listen",2
"if","havent","seen",2
"if","i","dont",2
"if","i","just",2
"if","i","own",2
"if","i","say",2
"if","i","send",2
"if","i","tell",2
"if","suppos","learn",2
"if","thing","go",2
"if","u","like",2
"if","u","love",2
"if","want","get",2
"if","you","do",2
"if","you","love",2
"if","your","ever",2
"if","your","fan",2
"if","your","year",2
"if","youv","read",2
"ill","admit","i",2
"ill","get","readi",2
"ill","go","back",2
"ill","go","i",2
"ill","go","see",2
"ill","just","find",2
"ill","keep","post",2
"ill","let","know",2
"ill","make","one",2
"ill","never","forget",2
"ill","never","get",2
"ill","never","know",2
"ill","piss","i",2
"ill","post","i",2
"ill","see","i",2
"ill","still","keep",2
"ill","take","pictur",2
"im","afraid","i",2
"im","alway","right",2
"im","bore","im",2
"im","come","home",2
"im","crazi","this",2
"im","drunk","i",2
"im","even","sure",2
"im","fair","sure",2
"im","fine","just",2
"im","flip","shit",2
"im","get","much",2
"im","get","readi",2
"im","get","right",2
"im","get","tire",2
"im","glad","approv",2
"im","glad","u",2
"im","go","bed",2
"im","go","break",2
"im","go","cri",2
"im","go","get",2
"im","go","home",2
"im","go","long",2
"im","go","look",2
"im","go","make",2
"im","go","miss",2
"im","go","need",2
"im","go","read",2
"im","go","see",2
"im","go","spend",2
"im","go","town",2
"im","gonna","abl",2
"im","gonna","cri",2
"im","gonna","tri",2
"im","good","enough",2
"im","grown","i",2
"im","happi","im",2
"im","happi","just",2
"im","happi","see",2
"im","hard","time",2
"im","hope","make",2
"im","hungri","i",2
"im","just","glad",2
"im","just","happi",2
"im","just","now",2
"im","just","tri",2
"im","just","tweet",2
"im","just","wonder",2
"im","learn","lot",2
"im","making","a",2
"im","move","back",2
"im","never","gonna",2
"im","not","him",2
"im","okay","i",2
"im","piss","i",2
"im","pretti","flexibl",2
"im","pretti","good",2
"im","pretti","much",2
"im","readi","get",2
"im","realli","feel",2
"im","realli","glad",2
"im","school","i",2
"im","smart","i",2
"im","sorri","hear",2
"im","start","feel",2
"im","still","get",2
"im","still","love",2
"im","still","smile",2
"im","still","sure",2
"im","still","surpris",2
"im","still","wait",2
"im","sure","hes",2
"im","sure","ive",2
"im","sure","youll",2
"im","sure","your",2
"im","tire","i",2
"im","tri","best",2
"im","way","excit",2
"im","wide","awak",2
"im","work","first",2
"im","work","one",2
"imagin","surpris","i",2
"import","i","make",2
"import","thing","like",2
"in","addit","i",2
"in","anoth","bowl",2
"in","case","your",2
"in","coupl","day",2
"in","long","run",2
"in","mean","time",2
"in","meantim","i",2
"in","real","life",2
"in","return","get",2
"in","separ","bowl",2
"in","th","centuri",2
"in","the","street",2
"in","the","us",2
"includ","email","address",2
"incom","wealth","shrink",2
"incompar","spiritu","incorrupt",2
"increas","bounc","rate",2
"infect","russel","h",2
"infring","copyright","appel",2
"ink","walnut","stain",2
"inquir","god","strategi",2
"insid","everi","one",2
"insid","front","door",2
"insid","trade","charg",2
"interest","give","us",2
"interest","i","hope",2
"interest","look","back",2
"interest","view","i",2
"invit","us","come",2
"irish","lad","nor",2
"iron","man","hulk",2
"is","anyon","els",2
"is","bad","i",2
"is","friday","yet",2
"is","onli","a",2
"is","real","there",2
"is","that","it",2
"is","the","word",2
"is","this","so",2
"isnt","bad","i",2
"isnt","big","deal",2
"isnt","i","love",2
"it","also","help",2
"it","day","i",2
"it","definit","fun",2
"it","didnt","take",2
"it","doesnt","realli",2
"it","doesnt","seem",2
"it","doesnt","take",2
"it","felt","like",2
"it","great","meet",2
"it","hop","hop",2
"it","make","day",2
"it","make","feel",2
"it","make","sens",2
"it","might","make",2
"it","month","sinc",2
"it","never","seem",2
"it","realli","cute",2
"it","smell","like",2
"it","took","moment",2
"it","wasnt","even",2
"it","wasnt","just",2
"it","wasnt","long",2
"it","will","also",2
"it","will","come",2
"it","yourself","jet",2
"italian","espresso","maker",2
"its","alway","interest",2
"its","even","better",2
"its","fun","watch",2
"its","go","long",2
"its","good","thing",2
"its","hard","believ",2
"its","littl","like",2
"its","must","see",2
"its","one","day",2
"its","one","favorit",2
"its","sad","day",2
"its","time","get",2
"its","time","like",2
"its","way","long",2
"ive","alreadi","got",2
"ive","come","realiz",2
"ive","given","chanc",2
"ive","just","never",2
"ive","made","one",2
"ive","never","even",2
"ive","never","made",2
"ive","never","met",2
"ive","still","got",2
"ive","want","avoid",2
"ive","want","deni",2
"ive","want","tri",2
"jame","version","bibl",2
"jaw","drop","haha",2
"jerri","ice","cream",2
"job","i","know",2
"john","carter","if",2
"john","f","kennedi",2
"johnni","awesom","also",2
"join","us","next",2
"join","us","tonight",2
"junior","high","school",2
"just","announc","first",2
"just","anoth","way",2
"just","around","corner",2
"just","ask","good",2
"just","ask","i",2
"just","cant","handl",2
"just","cant","make",2
"just","cant","say",2
"just","cant","wait",2
"just","dont","care",2
"just","dont","get",2
"just","dont","seem",2
"just","dont","understand",2
"just","dont","want",2
"just","finish","mi",2
"just","finish","read",2
"just","finish","watch",2
"just","finish","work",2
"just","get","start",2
"just","get","tire",2
"just","girl","i",2
"just","got","email",2
"just","gotta","get",2
"just","gotten","back",2
"just","hope","i",2
"just","know","i",2
"just","last","month",2
"just","launch","i",2
"just","leav","comment",2
"just","like","day",2
"just","like","one",2
"just","like","pop",2
"just","like","say",2
"just","listen","song",2
"just","long","enough",2
"just","need","get",2
"just","need","take",2
"just","now","i",2
"just","one","step",2
"just","plain","old",2
"just","rang","rang",2
"just","realiz","i",2
"just","report","hazard",2
"just","saw","one",2
"just","see","smile",2
"just","start","busi",2
"just","start","get",2
"just","stay","home",2
"just","thought","id",2
"just","tri","help",2
"just","two","week",2
"just","want","get",2
"just","want","go",2
"just","want","tell",2
"just","watch","tv",2
"just","wish","i",2
"just","woke","i",2
"kansa","citi","star",2
"keep","come","back",2
"keep","em","come",2
"keep","finger","cross",2
"keep","go","back",2
"keep","open","mind",2
"keep","take","em",2
"keep","thing","simpl",2
"keep","thought","prayer",2
"keep","tweet","come",2
"keep","us","post",2
"kentucki","derbi","day",2
"key","failur","tri",2
"key","success","key",2
"kick","push","coast",2
"kid","i","want",2
"kill","i","dont",2
"kill","tonight","thank",2
"kim","kardashian","make",2
"kind","feel","like",2
"kind","person","i",2
"kind","stuff","i",2
"kinda","feel","like",2
"king","jame","version",2
"kish","buck","bull",2
"kjv","use","word",2
"knew","i","didnt",2
"knit","stitch","knit",2
"knit","stitch","togeth",2
"know","can","help",2
"know","dont","even",2
"know","happen","i",2
"know","hes","like",2
"know","i","ask",2
"know","i","cant",2
"know","i","couldnt",2
"know","i","didnt",2
"know","i","dont",2
"know","i","eat",2
"know","i","exist",2
"know","i","feel",2
"know","i","felt",2
"know","i","go",2
"know","i","hate",2
"know","i","know",2
"know","i","miss",2
"know","i","need",2
"know","i","realli",2
"know","i","say",2
"know","i","still",2
"know","i","will",2
"know","i","work",2
"know","im","go",2
"know","just","one",2
"know","key","success",2
"know","mani","us",2
"know","need","help",2
"know","sure","but",2
"know","thank","much",2
"know","that","i",2
"know","think","i",2
"know","u","want",2
"know","usual","i",2
"know","what","i",2
"know","will","happen",2
"know","year","old",2
"know","youd","like",2
"know","your","love",2
"knowledg","thoma","carlyl",2
"korean","tradit","music",2
"l","i","love",2
"la","talk","radio",2
"lad","nor","all",2
"lakewood","histor","societi",2
"larg","deep","skillet",2
"larger","muscl","bodi",2
"last","day","get",2
"last","day","work",2
"last","i","believ",2
"last","minut","vote",2
"last","month","report",2
"last","night","look",2
"last","night","name",2
"last","night","so",2
"last","night","take",2
"last","night","we",2
"last","night","work",2
"last","night","yeah",2
"last","nite","i",2
"last","one","i",2
"last","two","week",2
"last","week","great",2
"last","week","how",2
"last","week","just",2
"last","week","post",2
"last","week","show",2
"last","year","includ",2
"last","year","this",2
"late","i","havent",2
"late","i","realli",2
"late","i","thought",2
"late","last","night",2
"late","night","happi",2
"late","th","centuri",2
"late","work","i",2
"later","i","feel",2
"later","i","still",2
"later","i","think",2
"later","look","like",2
"launch","come","soon",2
"lead","etern","life",2
"leadership","develop","gap",2
"learn","new","trick",2
"least","didnt","say",2
"least","i","assum",2
"least","i","dont",2
"least","i","know",2
"least","i","now",2
"least","i","think",2
"least","look","like",2
"least","that","i",2
"least","two","day",2
"leav","comment","i",2
"leav","comment","tell",2
"leav","current","job",2
"leav","hous","dad",2
"leav","i","dont",2
"leav","south","africa",2
"leav","undetect","let",2
"lectur","seri","the",2
"left","hand","i",2
"lemon","juic","i",2
"lend","librari","i",2
"lesser","two","evil",2
"lesson","i","learn",2
"let","everi","man",2
"let","get","drink",2
"let","get","readi",2
"let","get","right",2
"let","go","giant",2
"let","go","ive",2
"let","hope","i",2
"let","just","hope",2
"let","know","im",2
"let","know","lol",2
"let","know","question",2
"let","know","there",2
"let","know","u",2
"let","littl","shriek",2
"let","make","clear",2
"let","make","feel",2
"let","make","happen",2
"let","see","goe",2
"let","set","time",2
"let","snow","let",2
"let","start","epidem",2
"let","young","peopl",2
"lets","do","it",2
"lewi","mike","powel",2
"librari","chicago","illinoi",2
"librari","i","can",2
"life","and","i",2
"life","i","think",2
"life","insur","polici",2
"life","mani","way",2
"life","rt","i",2
"light","the","press",2
"light","world","like",2
"like","as","i",2
"like","ass","i",2
"like","bad","i",2
"like","book","i",2
"like","choos","one",2
"like","crazi","i",2
"like","day","i",2
"like","dont","give",2
"like","dont","know",2
"like","everyon","els",2
"like","everyth","els",2
"like","french","toast",2
"like","get","involv",2
"like","good","place",2
"like","hear","us",2
"like","i","can",2
"like","i","cant",2
"like","i","get",2
"like","i","hate",2
"like","i","know",2
"like","i","love",2
"like","i","never",2
"like","ill","never",2
"like","im","go",2
"like","im","pretti",2
"like","im","watch",2
"like","ive","never",2
"like","justin","bieber",2
"like","ladi","gaga",2
"like","look","i",2
"like","mani","peopl",2
"like","nobodi","els",2
"like","normal","person",2
"like","one","dont",2
"like","page","facebook",2
"like","passeng","car",2
"like","right","now",2
"like","ryan","seacrest",2
"like","say","i",2
"like","say","thank",2
"like","so","i",2
"like","someth","i",2
"like","surpris","this",2
"like","tri","get",2
"like","youll","get",2
"link","amazoncom","amazonca",2
"link","open","data",2
"list","i","can",2
"list","movi","i",2
"listen","i","need",2
"listen","one","song",2
"listen","right","now",2
"listen","the","sunday",2
"littl","bit","i",2
"littl","bit","longer",2
"littl","girl","i",2
"littl","sister","lmao",2
"littl","year","old",2
"live","block","away",2
"live","hour","away",2
"live","i","dont",2
"live","i","love",2
"live","life","im",2
"live","life","love",2
"live","new","york",2
"live","right","now",2
"llc","amazon","eu",2
"llc","andor","amazon",2
"lol","can","i",2
